ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
4124918,HL389293,05/31/2005 08:00:00 AM,047XX S WASHTENAW AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,0911,009,14,58,16,1159166,1873161,2005,02/28/2018 03:56:25 PM,41.807677573,-87.691746578,(41.807677573, -87.691746578)
4567588,HM157013,02/01/2006 07:00:00 AM,033XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1121,011,27,23,07,1153835,1903796,2006,02/28/2018 03:56:25 PM,41.891851173,-87.710484433,(41.891851173, -87.710484433)
1851899,G691943,11/16/2001 09:36:00 PM,014XX N SANDBURG TR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1821,018,,,26,1175133,1910307,2001,08/17/2015 03:03:40 PM,41.909266806,-87.632071378,(41.909266806, -87.632071378)
8690224,HV365568,07/03/2012 11:17:00 PM,002XX N LEAMINGTON AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1532,015,28,25,04B,1142003,1901096,2012,02/04/2016 06:33:39 AM,41.884669511,-87.754005522,(41.884669511, -87.754005522)
7499864,HS298918,05/09/2010 08:00:00 AM,064XX S MINERVA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0314,003,20,42,14,1185117,1862500,2010,02/10/2018 03:50:01 PM,41.777851888,-87.596901118,(41.777851888, -87.596901118)
4397903,HL689585,10/22/2005 06:30:00 PM,105XX S STATE ST,0560,ASSAULT,SIMPLE,STREET,false,false,0512,005,9,49,08A,1178117,1835052,2005,02/28/2018 03:56:25 PM,41.702692876,-87.623393174,(41.702692876, -87.623393174)
6176566,HP266780,04/01/2008 08:00:00 PM,049XX S ST LAWRENCE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,OTHER,false,true,0223,002,4,38,26,1181089,1872486,2008,02/28/2018 03:56:25 PM,41.80534808,-87.611360267,(41.80534808, -87.611360267)
5138692,HM732054,11/20/2006 10:00:00 PM,001XX N ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1212,012,27,28,08B,1169127,1900834,2006,02/28/2018 03:56:25 PM,41.883404902,-87.654409951,(41.883404902, -87.654409951)
2013565,HH211228,02/26/2002 03:45:00 PM,051XX W SCHUBERT AV,0460,BATTERY,SIMPLE,STREET,false,false,2521,025,,,08B,1141756,1917473,2002,02/28/2018 03:56:25 PM,41.929614416,-87.754506738,(41.929614416, -87.754506738)
6524330,HP583801,09/21/2008 12:01:00 AM,057XX S PRAIRIE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0234,002,20,40,03,1179019,1867064,2008,02/28/2018 03:56:25 PM,41.79051708,-87.619117338,(41.79051708, -87.619117338)
7720849,HS519729,09/17/2010 12:10:19 PM,003XX S LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1522,015,29,25,18,1141776,1898034,2010,02/10/2018 03:50:01 PM,41.876271201,-87.754914892,(41.876271201, -87.754914892)
6384844,HP459722,07/18/2008 10:38:09 AM,003XX N LARAMIE AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1523,015,28,25,05,1141648,1901819,2008,02/28/2018 03:56:25 PM,41.886660081,-87.755291267,(41.886660081, -87.755291267)
4879668,HM494691,07/23/2006 10:01:00 PM,060XX N OCONTO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1612,016,41,10,26,1126977,1939747,2006,02/28/2018 03:56:25 PM,41.990997704,-87.808315,(41.990997704, -87.808315)
6054769,HP155440,02/02/2008 06:30:00 AM,079XX S BRANDON AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,false,false,0422,004,7,46,09,1198863,1852907,2008,02/10/2018 03:50:01 PM,41.751194021,-87.546830594,(41.751194021, -87.546830594)
6618215,HP682587,11/14/2008 10:25:00 AM,028XX W WILCOX ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1124,011,2,27,18,1157519,1899229,2008,02/28/2018 03:56:25 PM,41.879244718,-87.697079055,(41.879244718, -87.697079055)
3279249,HK309291,04/10/2004 09:00:00 AM,046XX S ELLIS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2123,002,4,39,26,1183699,1874469,2004,02/28/2018 03:56:25 PM,41.810729022,-87.601726053,(41.810729022, -87.601726053)
8898762,HV528067,10/21/2012 10:00:00 AM,017XX N KEYSTONE AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,2534,025,30,20,06,1149111,1911318,2012,02/10/2018 03:50:01 PM,41.912585094,-87.727638664,(41.912585094, -87.727638664)
5578210,HN379575,06/02/2007 12:22:46 AM,002XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1523,015,28,25,18,1141004,1901125,2007,02/28/2018 03:56:25 PM,41.884767539,-87.757673329,(41.884767539, -87.757673329)
7450725,HS247913,04/08/2010 05:17:00 PM,017XX N KIMBALL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1422,014,26,23,26,1153433,1911292,2010,02/10/2018 03:50:01 PM,41.912428896,-87.711761341,(41.912428896, -87.711761341)
10033543,HY222820,04/15/2015 11:25:00 AM,001XX N MASON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1512,015,29,25,14,1136748,1900462,2015,02/10/2018 03:50:01 PM,41.883025459,-87.773318129,(41.883025459, -87.773318129)
5106830,HM708138,11/05/2006 06:00:00 PM,054XX S SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2132,002,5,41,14,1189422,1869287,2006,02/28/2018 03:56:25 PM,41.796373664,-87.580901388,(41.796373664, -87.580901388)
1742980,G552636,09/14/2001 10:00:00 AM,029XX E 91 ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,true,0423,004,,,04A,1197085,1845224,2001,08/17/2015 03:03:40 PM,41.730155686,-87.553601029,(41.730155686, -87.553601029)
9212113,HW358241,07/11/2013 07:10:00 PM,032XX W WALNUT ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,1123,011,28,27,08B,1154525,1901440,2013,02/10/2018 03:50:01 PM,41.885372306,-87.708013413,(41.885372306, -87.708013413)
2148706,HH394329,05/24/2002 07:00:00 PM,080XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,DRUG STORE,true,false,0612,006,21,71,06,1167072,1851420,2002,02/10/2018 03:50:01 PM,41.747851897,-87.66337071,(41.747851897, -87.66337071)
2002497,HH205917,02/24/2002 01:00:00 AM,077XX S MARQUETTE AV,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0421,004,,,06,1195668,1854085,2002,02/28/2018 03:56:25 PM,41.75450609,-87.55849955,(41.75450609, -87.55849955)
9681123,HX331166,07/03/2014 09:50:00 PM,100XX W OHARE ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,AIRPORT EXTERIOR - NON-SECURE AREA,false,false,1651,016,41,76,10,1100658,1934241,2014,02/10/2018 03:50:01 PM,41.976290414,-87.905227221,(41.976290414, -87.905227221)
7775443,HS581509,10/25/2010 04:20:00 AM,120XX S HARVARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0523,005,34,53,26,1176123,1825073,2010,02/04/2016 06:33:39 AM,41.675353871,-87.630992582,(41.675353871, -87.630992582)
3981952,HL342620,05/08/2005 06:45:00 AM,085XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,false,false,0632,006,6,44,14,1178643,1848363,2005,02/28/2018 03:56:25 PM,41.739208072,-87.621063842,(41.739208072, -87.621063842)
1547180,G299617,05/24/2001 12:59:12 PM,010XX N HAMLIN AV,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1112,011,,,08B,1150827,1906434,2001,08/17/2015 03:03:40 PM,41.8991495,-87.721462459,(41.8991495, -87.721462459)
9545751,HX198538,03/24/2014 02:10:00 PM,012XX S SAWYER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1022,010,24,29,06,1154889,1894311,2014,02/04/2016 06:33:39 AM,41.865802306,-87.706867809,(41.865802306, -87.706867809)
4318704,HL519150,07/31/2005 10:52:53 AM,050XX S ELIZABETH ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,0933,009,16,61,26,1168843,1871390,2005,02/28/2018 03:56:25 PM,41.802614036,-87.656305119,(41.802614036, -87.656305119)
9845905,HX495006,11/04/2014 05:17:00 PM,033XX W DIVISION ST,0553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,APARTMENT,false,false,1422,014,26,23,04A,1153870,1907785,2014,02/10/2018 03:50:01 PM,41.902796671,-87.710249498,(41.902796671, -87.710249498)
6537229,HP610164,10/03/2008 08:15:00 AM,099XX S CHARLES ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2213,022,19,72,06,1167791,1838643,2008,02/10/2018 03:50:01 PM,41.712774522,-87.661101716,(41.712774522, -87.661101716)
2301870,HH581293,08/14/2002 12:40:00 PM,014XX N MAYFIELD AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,2531,025,29,25,04B,1136760,1908882,2002,02/28/2018 03:56:25 PM,41.906130797,-87.773072166,(41.906130797, -87.773072166)
1611708,G386776,07/02/2001 11:20:00 PM,073XX N WINCHESTER AV,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,2424,024,,,26,1162083,1948959,2001,08/17/2015 03:03:40 PM,42.015612484,-87.67892665,(42.015612484, -87.67892665)
2331539,HH613283,08/29/2002 06:15:00 PM,044XX S WELLS ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0935,009,3,37,18,1175351,1875694,2002,02/10/2018 03:50:01 PM,41.81428147,-87.632308792,(41.81428147, -87.632308792)
3706582,HK810714,12/15/2004 07:30:00 AM,053XX S GREENWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2131,002,5,41,06,1184281,1870105,2004,02/28/2018 03:56:25 PM,41.798740256,-87.599727986,(41.798740256, -87.599727986)
3804440,HL172749,02/09/2005 09:00:00 AM,084XX S YATES BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,"SCHOOL, PUBLIC, GROUNDS",false,false,0423,004,7,46,14,1193639,1849444,2005,02/28/2018 03:56:25 PM,41.741820708,-87.566086719,(41.741820708, -87.566086719)
3676038,HK778622,11/27/2004 08:30:00 AM,032XX W BELLE PLAINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1724,017,33,16,07,1154109,1927077,2004,02/28/2018 03:56:25 PM,41.955730678,-87.708855487,(41.955730678, -87.708855487)
3945054,HL316526,04/24/2005 11:00:00 PM,021XX S JEFFERSON ST,0810,THEFT,OVER $500,STREET,false,false,1233,012,25,31,06,1172667,1889993,2005,02/28/2018 03:56:25 PM,41.853578843,-87.641731648,(41.853578843, -87.641731648)
2618067,HJ221629,02/14/2003 10:00:00 AM,001XX E RANDOLPH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,0124,001,42,32,26,1177619,1901296,2003,02/28/2018 03:56:25 PM,41.884484068,-87.623213022,(41.884484068, -87.623213022)
4483037,HL702655,10/29/2005 01:34:00 PM,059XX S RACINE AVE,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,STREET,true,false,0713,007,16,67,18,1169339,1865300,2005,02/28/2018 03:56:25 PM,41.785891646,-87.654662395,(41.785891646, -87.654662395)
7638839,HS443176,08/03/2010 08:30:00 AM,011XX S CANAL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0131,001,2,28,14,1173303,1895451,2010,02/10/2018 03:50:01 PM,41.868541914,-87.639235361,(41.868541914, -87.639235361)
2104453,HH328913,04/24/2002 08:30:00 PM,047XX W FLOURNOY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1131,011,24,25,14,1145066,1896613,2002,02/10/2018 03:50:01 PM,41.872310326,-87.742870872,(41.872310326, -87.742870872)
5878259,HN681066,10/30/2007 12:00:00 PM,078XX S STATE ST,1120,DECEPTIVE PRACTICE,FORGERY,BANK,true,false,0623,006,6,69,10,1177638,1853215,2007,02/28/2018 03:56:25 PM,41.752545308,-87.624599541,(41.752545308, -87.624599541)
7658850,HS464042,08/15/2010 03:30:00 PM,016XX W GRAND AVE,0460,BATTERY,SIMPLE,OTHER,false,false,1324,012,26,24,08B,1165155,1903554,2010,02/10/2018 03:50:01 PM,41.890954095,-87.668918026,(41.890954095, -87.668918026)
5691655,HN501461,07/31/2007 07:00:00 PM,008XX W ALDINE AVE,0890,THEFT,FROM BUILDING,CHA APARTMENT,false,false,2332,019,44,6,06,1169752,1922111,2007,02/10/2018 03:50:01 PM,41.941776585,-87.651493806,(41.941776585, -87.651493806)
8847227,HV520488,10/15/2012 05:19:00 PM,0000X N STATE ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,0112,001,42,32,06,1176363,1900543,2012,02/10/2018 03:50:01 PM,41.882446221,-87.627847897,(41.882446221, -87.627847897)
10456483,HZ195867,01/03/2016 09:00:00 AM,026XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0133,001,4,35,14,1178484,1887040,2016,02/10/2018 03:50:01 PM,41.845345061,-87.620471366,(41.845345061, -87.620471366)
4106702,HL446913,06/26/2005 01:15:00 PM,061XX S UNIVERSITY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0314,003,20,42,26,1184827,1864606,2005,02/28/2018 03:56:25 PM,41.783637746,-87.597898219,(41.783637746, -87.597898219)
2478208,HH812394,12/01/2002 01:30:00 PM,015XX S DRAKE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,false,false,1021,010,24,29,26,1152954,1892279,2002,02/10/2018 03:50:01 PM,41.860264796,-87.714025166,(41.860264796, -87.714025166)
7900970,HT130601,01/22/2011 12:00:00 PM,017XX N SHEFFIELD AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1811,018,32,7,06,1169373,1911675,2011,02/04/2016 06:33:39 AM,41.91314795,-87.653191033,(41.91314795, -87.653191033)
1667525,G457272,07/07/2001 07:00:00 PM,072XX S TROY ST,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,false,true,0831,008,,,26,1156589,1856259,2001,08/17/2015 03:03:40 PM,41.761348446,-87.701653809,(41.761348446, -87.701653809)
8355267,HT588982,11/14/2011 02:48:00 PM,048XX W LAKE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,true,false,1532,015,28,25,18,1144147,1901839,2011,02/10/2018 03:50:01 PM,41.886668404,-87.746113681,(41.886668404, -87.746113681)
11100873,JA448392,09/27/2017 04:06:00 AM,071XX N WESTERN AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,GAS STATION,false,false,2411,024,50,2,15,1159020,1947508,2017,02/10/2018 03:50:01 PM,42.011694602,-87.690237586,(42.011694602, -87.690237586)
2814733,HJ471114,07/03/2003 10:15:00 PM,034XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,STREET,false,false,1021,010,24,29,08B,1153531,1894495,2003,02/10/2018 03:50:01 PM,41.866334308,-87.711848248,(41.866334308, -87.711848248)
3969005,HL297592,04/15/2005 05:00:00 PM,119XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0524,005,34,53,08B,1173470,1825723,2005,02/28/2018 03:56:25 PM,41.677196508,-87.640683932,(41.677196508, -87.640683932)
7131336,HR540521,09/16/2009 12:00:00 AM,015XX S WABASH AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0132,001,2,33,26,1177014,1892855,2009,02/28/2018 03:56:25 PM,41.861335178,-87.625690175,(41.861335178, -87.625690175)
8749950,HV424918,08/10/2012 08:31:00 PM,041XX W WASHINGTON BLVD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,RESIDENTIAL YARD (FRONT/BACK),true,false,1114,011,28,26,26,1148867,1900173,2012,02/10/2018 03:50:01 PM,41.882006775,-87.728823557,(41.882006775, -87.728823557)
9971892,HY161615,02/23/2015 05:55:00 PM,001XX E 35TH ST,1330,CRIMINAL TRESPASS,TO LAND,CURRENCY EXCHANGE,true,false,0211,002,3,35,26,1177924,1881826,2015,02/10/2018 03:50:01 PM,41.831050194,-87.622684793,(41.831050194, -87.622684793)
3313180,HK349605,05/05/2004 10:00:00 AM,013XX S PRAIRIE AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0133,001,2,33,05,1178292,1894173,2004,02/10/2018 03:50:01 PM,41.86492285,-87.620958798,(41.86492285, -87.620958798)
5316037,HN174778,02/13/2007 01:50:00 PM,038XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1011,010,24,29,18,1151056,1894439,2007,02/28/2018 03:56:25 PM,41.866229446,-87.720935733,(41.866229446, -87.720935733)
5320609,HN173084,02/12/2007 10:00:00 AM,013XX W MARQUETTE RD,1525,PROSTITUTION,PATRONIZING A PROSTITUTE,APARTMENT,true,false,0724,007,17,67,16,1168374,1860330,2007,02/28/2018 03:56:25 PM,41.7722742,-87.658343586,(41.7722742, -87.658343586)
3937819,HL309094,04/21/2005 01:25:00 PM,062XX S STONY ISLAND AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,"SCHOOL, PUBLIC, BUILDING",false,false,0314,003,5,42,26,1187940,1864073,2005,02/28/2018 03:56:25 PM,41.78210152,-87.586502002,(41.78210152, -87.586502002)
2932368,HJ596913,08/30/2003 11:45:00 AM,006XX N RIDGEWAY AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1122,011,27,23,18,1151276,1903921,2003,02/10/2018 03:50:01 PM,41.892244775,-87.719879279,(41.892244775, -87.719879279)
7082494,HR490881,08/18/2009 05:00:00 AM,015XX W ADAMS ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,false,false,1211,012,2,28,07,1166169,1899176,2009,02/28/2018 03:56:25 PM,41.878918922,-87.665319279,(41.878918922, -87.665319279)
9065372,HW209831,12/19/2012 12:00:00 PM,115XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2234,022,34,75,07,1167742,1828290,2012,02/10/2018 03:50:01 PM,41.684365244,-87.661576898,(41.684365244, -87.661576898)
4659754,HM259114,03/29/2006 08:35:00 AM,019XX N WOOD ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1433,014,32,22,06,1164042,1913005,2006,02/28/2018 03:56:25 PM,41.916911894,-87.672738229,(41.916911894, -87.672738229)
4884558,HM388219,06/02/2006 02:12:09 AM,009XX W WEED ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1822,018,32,8,16,1169814,1910460,2006,02/28/2018 03:56:25 PM,41.909804314,-87.651606387,(41.909804314, -87.651606387)
2405173,HH717346,10/15/2002 07:00:00 PM,055XX W EDMUNDS ST,0810,THEFT,OVER $500,STREET,false,false,1623,016,45,11,06,1138280,1932382,2002,02/28/2018 03:56:25 PM,41.970589855,-87.76691818,(41.970589855, -87.76691818)
2407130,HH721957,08/22/2002 12:00:00 AM,047XX S HOYNE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0915,009,12,61,26,1163159,1873241,2002,02/10/2018 03:50:01 PM,41.807814371,-87.677099047,(41.807814371, -87.677099047)
2918222,HJ598149,08/31/2003 01:45:00 AM,075XX S KINGSTON AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,0421,004,7,43,04A,1194503,1855478,2003,02/28/2018 03:56:25 PM,41.758357301,-87.562723103,(41.758357301, -87.562723103)
2377022,HH671789,09/25/2002 03:42:51 PM,035XX S FEDERAL ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,true,false,0211,002,3,35,18,1176232,1881565,2002,02/28/2018 03:56:25 PM,41.83037223,-87.628900652,(41.83037223, -87.628900652)
2409002,HH721785,10/17/2002 12:00:00 PM,006XX S CICERO AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,1533,015,24,25,05,1144489,1896794,2002,02/28/2018 03:56:25 PM,41.872817885,-87.74498476,(41.872817885, -87.74498476)
1337457,G036236,01/17/2001 09:05:51 PM,076XX S COLES AV,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0421,004,,,05,1196252,1855172,2001,08/17/2015 03:03:40 PM,41.757474444,-87.556323438,(41.757474444, -87.556323438)
6039735,HP142034,12/27/2007 12:00:00 AM,077XX S CHAPPEL AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0414,004,8,43,11,1191214,1854005,2007,02/28/2018 03:56:25 PM,41.754395481,-87.574824374,(41.754395481, -87.574824374)
11355364,JB316948,06/21/2018 06:25:00 PM,002XX N COLUMBUS DR,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0114,001,42,32,06,1178302,1901928,2018,06/28/2018 03:59:19 PM,41.886202772,-87.620685715,(41.886202772, -87.620685715)
2538211,HJ103373,01/02/2003 06:18:12 PM,054XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0932,009,16,61,18,1167263,1868580,2003,02/10/2018 03:50:01 PM,41.794937075,-87.662180133,(41.794937075, -87.662180133)
9608249,HX258579,05/02/2014 01:05:00 PM,010XX W ADDISON ST,0810,THEFT,OVER $500,STREET,false,false,1924,019,44,6,06,1168518,1924084,2014,02/10/2018 03:50:01 PM,41.947217426,-87.65597194,(41.947217426, -87.65597194)
4666923,HM265461,03/30/2006 12:00:00 PM,035XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0925,009,3,34,07,1175522,1881741,2006,02/10/2018 03:50:01 PM,41.830871136,-87.631500365,(41.830871136, -87.631500365)
6030380,HP134507,01/20/2008 02:00:00 PM,045XX W SCHOOL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1731,017,30,16,14,1145583,1921555,2008,02/28/2018 03:56:25 PM,41.940744044,-87.74033967,(41.940744044, -87.74033967)
8570063,HV244995,04/16/2012 06:05:00 PM,066XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0723,007,6,68,18,1172118,1860614,2012,02/04/2016 06:33:39 AM,41.772972076,-87.644610871,(41.772972076, -87.644610871)
4728174,HM335100,05/06/2006 10:30:00 PM,034XX W FRANKLIN BLVD,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,1121,011,27,23,08A,1153459,1903123,2006,02/28/2018 03:56:25 PM,41.890011876,-87.711883222,(41.890011876, -87.711883222)
5671406,HN482201,06/16/2007 05:00:00 PM,075XX S STEWART AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0623,006,17,69,07,1174929,1855029,2007,02/28/2018 03:56:25 PM,41.757583951,-87.634472844,(41.757583951, -87.634472844)
3494768,HK565671,08/18/2004 02:15:00 PM,070XX S GREEN ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0733,007,6,68,26,1171851,1858128,2004,02/10/2018 03:50:01 PM,41.766156055,-87.645662485,(41.766156055, -87.645662485)
2492621,HH821713,12/06/2002 02:20:00 PM,010XX W ARGYLE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESTAURANT,true,false,2024,020,46,3,18,1168593,1933592,2002,02/28/2018 03:56:25 PM,41.973306084,-87.655419772,(41.973306084, -87.655419772)
8502963,HV179742,03/02/2012 12:40:00 AM,031XX W 55TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,true,0911,009,14,63,04B,1156200,1867983,2012,02/10/2018 03:50:01 PM,41.793528674,-87.702764459,(41.793528674, -87.702764459)
10030354,HY220281,04/13/2015 10:45:00 AM,055XX S NARRAGANSETT AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,false,false,0811,008,23,56,11,1134654,1867237,2015,02/10/2018 03:50:01 PM,41.791888026,-87.781790945,(41.791888026, -87.781790945)
8537529,HV214367,03/25/2012 02:30:00 PM,012XX S HARDING AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1011,010,24,29,05,1150241,1894197,2012,02/04/2016 06:33:39 AM,41.865581285,-87.723933998,(41.865581285, -87.723933998)
7557598,HS361844,06/01/2010 12:00:00 AM,025XX W 40TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,0914,009,12,58,20,1159915,1878050,2010,02/10/2018 03:50:01 PM,41.821078216,-87.688864954,(41.821078216, -87.688864954)
7634785,HS436983,07/30/2010 10:15:00 AM,035XX W PALMER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1413,014,26,22,08B,1152568,1914398,2010,02/10/2018 03:50:01 PM,41.920969192,-87.714856851,(41.920969192, -87.714856851)
5788077,HN588490,09/14/2007 11:30:00 AM,002XX E 95TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,true,false,0633,006,6,49,18,1179473,1842034,2007,02/28/2018 03:56:25 PM,41.721821624,-87.618215545,(41.721821624, -87.618215545)
3659381,HK753614,11/03/2004 03:00:00 PM,057XX N SHERIDAN RD,0870,THEFT,POCKET-PICKING,CTA BUS,false,false,2022,020,48,77,06,1168598,1938218,2004,02/28/2018 03:56:25 PM,41.985999837,-87.655266727,(41.985999837, -87.655266727)
8167036,HT402253,07/17/2011 06:30:00 PM,008XX N ORLEANS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,true,false,1823,018,27,8,07,1173780,1905738,2011,02/10/2018 03:50:01 PM,41.89675948,-87.637177854,(41.89675948, -87.637177854)
10482120,HZ221829,04/10/2016 07:00:00 PM,057XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0232,002,20,40,14,1179905,1866975,2016,02/10/2018 03:50:01 PM,41.790252612,-87.615871353,(41.790252612, -87.615871353)
3876201,HL251035,03/23/2005 01:35:00 PM,090XX S CORNELL AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,0413,004,8,48,26,1188817,1845274,2005,02/28/2018 03:56:25 PM,41.73049443,-87.583887144,(41.73049443, -87.583887144)
8309021,HT542967,10/14/2011 07:00:00 AM,007XX W 111TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2233,022,34,49,05,1173518,1831256,2011,02/10/2018 03:50:01 PM,41.692378877,-87.64034533,(41.692378877, -87.64034533)
